frame,x,y
490,538,1000
491,536,1008
492,535,1014
493,535,1018
494,535,1020
495,535,1026
496,535,1028
497,536,1029
498,537,1031
499,539,1031
500,542,1033
501,543,1034
502,544,1035
503,546,1037
504,548,1039
505,549,1042
506,551,1043
507,552,1044
508,552,1045
509,553,1046
510,553,1046
511,553,1046
512,553,1046
513,553,1046
514,553,1046
515,553,1046
516,553,1046
517,553,1046
518,553,1046
519,553,1046
520,553,1046
521,553,1046
522,553,1046
523,553,1046
524,553,1046
525,553,1046
526,553,1046
527,553,1040
528,546,1024
529,532,995
530,477,891
531,411,773
532,332,627
533,282,529
534,245,453
535,223,409
536,203,363
537,203,363
538,203,363
539,202,357
540,202,357
541,202,357
542,202,357
543,202,357
544,202,357
545,201,357
546,188,340
547,167,313
548,146,282
549,94,175
550,80,140
551,71,117
552,69,109
553,68,106
554,68,105
555,68,105
556,67,104
557,67,104
558,67,104
559,66,104
560,64,102
561,63,99
562,60,94
563,57,90
564,56,86
565,54,83
566,54,81
567,54,81
568,52,80
569,52,80
570,52,79
571,51,77
572,50,75
573,49,73
574,48,73
575,48,72
576,48,72
577,48,72
578,47,72
579,45,71
580,45,70
581,45,69
582,44,68
583,43,68
584,43,68
585,43,67
586,43,67
587,42,67
588,42,66
589,41,65
590,40,64
591,38,63
592,37,62
593,37,62
594,37,62
595,37,62
596,37,62
597,37,62
598,37,62
599,37,62
600,37,62
601,37,62
602,37,62
603,37,62
604,37,62
605,37,62
606,37,62
607,37,62
608,37,62
609,37,62
610,37,62
611,37,62
612,37,62
613,37,62
614,37,62
615,37,62
616,37,62
617,37,62
618,37,62
619,37,62
620,37,62
621,37,62
622,37,62
623,37,62
624,37,62
625,37,62
626,37,62
627,37,62
628,37,62
629,37,62
630,37,62
631,37,62
632,37,62
633,37,62
634,37,63
635,41,66
636,45,71
637,57,83
638,74,97
639,175,138
640,327,182
641,515,226
642,840,265
643,1040,272
644,1284,280
645,1409,283
646,1486,287
647,1548,291
648,1556,292
649,1556,292
650,1557,292
651,1557,292
652,1557,292
653,1557,292
654,1557,292
655,1557,292
656,1557,292
657,1557,292
658,1557,291
659,1568,272
660,1598,256
661,1646,231
662,1696,206
663,1751,181
664,1794,158
665,1813,146
666,1829,135
667,1836,131
668,1838,129
669,1839,128
670,1839,127
671,1839,125
672,1837,120
673,1835,109
674,1832,81
675,1830,72
676,1828,68
677,1827,66
678,1826,65
679,1825,65
680,1825,64
681,1825,64
682,1825,64
683,1825,64
684,1825,64
685,1825,64
686,1825,64
687,1825,65
688,1825,70
689,1826,72
690,1827,75
691,1827,76
692,1827,76
693,1827,77
694,1828,78
695,1828,80
696,1829,81
697,1830,82
698,1830,83
699,1830,83
700,1830,83
701,1830,83
702,1830,83
703,1830,83
704,1830,83
705,1830,83
706,1830,83
707,1830,83
708,1830,83
709,1830,83
710,1830,83
711,1830,83
712,1830,83
713,1830,83
714,1830,83
715,1830,83
716,1830,83
717,1830,83
718,1830,83
719,1830,83
720,1830,83
721,1830,83
722,1830,83
723,1830,83
724,1830,83
725,1829,82
726,1792,77
727,1706,72
728,1567,72
729,1258,72
730,1044,85
731,793,116
732,650,134
733,553,145
734,470,149
735,444,149
736,444,149
737,433,149
738,433,149
739,433,149
740,433,149
741,433,149
742,433,149
743,433,149
744,427,149
745,414,148
746,399,145
747,383,143
748,347,140
749,291,132
750,236,120
751,216,111
752,206,107
753,206,107
754,202,104
755,200,102
756,196,101
757,193,100
758,189,98
759,184,96
760,182,94
761,179,91
762,177,88
763,176,86
764,176,86
765,176,85
766,174,85
767,173,84
768,171,84
769,171,83
770,170,83
771,170,83
772,169,83
773,169,83
774,169,83
775,169,83
776,169,83
777,169,83
778,169,83
779,169,83
780,169,83
781,169,83
782,169,83
783,169,83
784,169,83
785,169,83
786,169,83
787,169,83
788,169,83
789,169,83
790,169,83
791,169,83
792,169,83
793,169,83
794,169,83
795,169,83
796,169,83
797,169,83
798,169,83
799,169,83
800,169,83
801,169,83
802,169,83
803,169,83
804,169,83
805,169,83
806,169,83
807,169,83
808,169,83
809,169,83
810,169,83
811,169,83
812,169,83
813,169,83
814,169,83
815,169,83
816,169,83
817,169,83
818,169,83
819,169,83
820,169,83
821,169,83
822,169,83
823,169,83
824,169,83
825,169,83
826,169,83
827,169,83
828,169,83
829,169,83
830,169,83
831,169,83
832,169,83
833,169,83
834,169,83
835,169,83
836,169,83
837,169,83
838,169,83
839,169,83
840,169,83
841,169,83
842,169,83
843,169,83
844,169,83
845,169,83
846,169,83
847,169,83
848,169,83
849,169,83
850,169,83
851,169,83
852,169,83
853,169,83
854,169,83
855,169,83
856,169,83
857,169,83
858,169,83
859,169,83
860,169,83
861,169,83
862,169,83
863,169,83
864,169,83
865,169,83
866,169,83
867,169,83
868,169,83
869,169,83
870,169,83
871,169,83
872,169,83
873,169,83
874,169,83
875,169,83
876,169,83
877,169,83
878,169,83
879,169,83
880,169,83
881,169,83
882,169,83
883,169,83
884,169,83
885,169,83
886,169,83
887,169,83
888,169,83
889,169,83
890,169,83
891,169,83
892,169,83
893,169,83
894,169,83
895,169,83
896,169,83
897,169,83
898,169,83
899,169,83
900,169,83
901,169,83
902,169,83
903,169,83
904,169,83
905,169,83
906,169,83
907,169,83
908,169,83
909,169,83
910,169,83
911,169,83
912,169,83
913,169,83
914,169,83
915,169,83
916,169,83
917,169,83
918,169,83
919,169,83
920,169,83
921,169,83
922,169,83
923,169,83
924,169,83
925,169,83
926,169,83
927,169,83
928,169,83
929,169,83
930,169,83
931,169,83
932,169,83
933,169,83
934,169,83
935,169,83
936,169,83
937,169,83
938,169,83
939,169,83
940,169,83
941,169,83
942,169,83
943,169,83
944,169,83
945,169,83
946,169,83
947,169,83
948,169,83
949,169,83
950,169,83
951,169,83
952,169,83
953,169,83
954,169,83
955,169,83
956,169,83
957,169,83
958,169,83
959,169,83
960,169,83
961,169,83
962,169,83
963,169,83
964,169,83
965,169,83
966,169,83
967,169,83
968,169,83
969,169,83
970,169,83
971,169,83
972,169,83
973,169,83
974,169,83
975,169,83
976,168,83
977,157,79
978,149,77
979,142,77
980,136,77
981,130,77
982,114,81
983,108,84
984,104,87
985,101,89
986,99,90
987,95,91
988,88,91
989,83,90
990,77,83
991,70,77
992,60,68
993,57,65
994,55,63
995,54,62
996,52,61
997,52,60
998,50,60
999,48,60
1000,40,60
1001,37,60
1002,35,60
1003,35,60
1004,34,60
1005,34,60
1006,34,60
1007,34,60
1008,34,60
1009,34,60
1010,32,60
1011,31,60
1012,30,60
1013,29,59
1014,27,59
1015,25,58
1016,24,57
1017,24,57
1018,23,57
1019,23,57
1020,23,57
1021,23,57
1022,23,57
1023,22,57
1024,20,57
1025,14,56
1026,12,56
1027,11,56
1028,11,56
1029,10,56
1030,10,56
1031,10,56
1032,10,56
1033,10,56
1034,10,56
1035,10,56
1036,10,56
1037,10,56
1038,10,56
1039,10,56
1040,10,56
1041,10,56
1042,10,56
1043,10,56
1044,10,56
1045,10,56
1046,10,56
1047,10,56
1048,10,56
1049,10,56
1050,10,56
1051,10,56
1052,10,56
1053,10,56
1054,10,56
1055,10,56
1056,10,56
1057,10,56
1058,10,56
1059,10,55
1060,10,55
1061,10,55
1062,10,55
1063,10,55
1064,10,55
1065,10,55
1066,10,55
1067,10,55
1068,10,55
1069,10,55
1070,10,55
1071,10,55
1072,10,55
1073,10,55
1074,10,55
1075,10,55
1076,10,55
1077,10,55
1078,10,55
1079,10,55
1080,10,55
1081,10,55
1082,10,55
1083,10,55
1084,10,55
1085,10,55
1086,10,55
1087,10,55
1088,10,55
1089,10,55
1090,10,55
1091,10,55
1092,10,55
1093,10,55
1094,10,55
1095,10,55
1096,10,55
1097,10,55
1098,10,55
1099,10,55
1100,10,56
1101,30,101
1102,56,152
1103,92,214
1104,138,283
1105,189,349
1106,242,416
1107,299,478
1108,339,517
1109,386,552
1110,458,583
1111,494,592
1112,549,608
1113,580,616
1114,610,625
1115,610,625
1116,639,633
1117,639,633
1118,639,633
1119,639,633
1120,639,633
1121,639,633
1122,639,633
1123,639,633
1124,640,633
1125,655,633
1126,673,628
1127,744,616
1128,804,614
1129,852,614
1130,877,614
1131,900,614
1132,911,614
1133,918,610
1134,921,607
1135,922,605
1136,926,601
1137,927,601
1138,927,599
1139,928,598
1140,929,596
1141,930,594
1142,931,592
1143,932,590
1144,936,585
1145,937,583
1146,938,581
1147,939,579
1148,941,578
1149,943,575
1150,947,571
1151,950,566
1152,951,564
1153,952,562
1154,953,562
1155,953,562
1156,953,562
1157,953,561
1158,953,561
1159,953,561
1160,953,561
1161,953,561
1162,953,561
1163,953,561
1164,953,561
1165,953,561
1166,953,561
1167,953,561
1168,953,561
1169,953,561
1170,953,561
1171,953,561
1172,952,561
1173,945,561
1174,934,561
1175,921,557
1176,865,540
1177,826,525
1178,788,507
1179,761,493
1180,761,493
1181,717,466
1182,702,453
1183,702,453
1184,702,453
1185,701,452
1186,701,452
1187,701,452
1188,701,452
1189,701,452
1190,701,452
1191,701,452
1192,701,452
1193,701,452
1194,701,452
1195,700,452
1196,691,452
1197,676,451
1198,659,448
1199,632,441
1200,605,435
1201,593,433
1202,589,432
1203,589,432
1204,589,432
1205,589,432
1206,589,432
1207,589,432
1208,589,432
1209,589,432
1210,589,432
1211,589,432
1212,589,432
1213,589,432
1214,589,432
1215,589,432
1216,589,432
1217,589,432
1218,589,432
1219,589,432
1220,589,432
1221,589,432
1222,589,432
1223,589,432
1224,589,432
1225,589,432
1226,589,432
1227,589,432
1228,589,432
1229,589,432
1230,589,432
1231,589,432
1232,589,432
1233,589,432
1234,589,432
1235,589,432
1236,589,432
1237,589,432
1238,589,432
1239,589,434
1240,585,473
1241,584,521
1242,584,586
1243,584,656
1244,584,708
1245,584,767
1246,582,805
1247,580,892
1248,580,910
1249,580,925
1250,580,935
1251,578,942
1252,576,950
1253,574,957
1254,570,964
1255,564,969
1256,542,986
1257,530,997
1258,521,1004
1259,508,1014
1260,496,1020
1261,487,1024
1262,478,1027
1263,470,1031
1264,464,1034
1265,457,1039
1266,456,1039
1267,456,1040
1268,455,1041
1269,454,1042
1270,453,1043
1271,451,1044
1272,449,1044
1273,445,1046
1274,439,1047
1275,432,1049
1276,425,1049
1277,415,1049
1278,404,1049
1279,399,1049
1280,394,1049
1281,390,1051
1282,384,1052
1283,372,1055
1284,369,1056
1285,365,1056
1286,359,1057
1287,353,1057
1288,346,1057
1289,341,1057
1290,337,1057
1291,336,1057
1292,335,1057
1293,333,1057
1294,331,1057
1295,329,1057
1296,327,1057
1297,321,1057
1298,321,1057
1299,313,1060
1300,301,1063
1301,288,1065
1302,284,1065
1303,281,1065
1304,278,1065
1305,276,1065
1306,273,1065
1307,271,1065
1308,268,1065
1309,265,1065
1310,257,1065
1311,255,1065
1312,252,1065
1313,249,1065
1314,245,1064
1315,241,1063
1316,237,1063
1317,234,1062
1318,233,1062
1319,231,1062
1320,231,1062
1321,229,1061
1322,228,1061
1323,228,1061
1324,228,1061
1325,228,1061
1326,228,1061
1327,228,1061
1328,228,1061
1329,228,1061
1330,228,1061
1331,228,1061
1332,231,1061
1333,231,1061
1334,231,1061
1335,345,1037
1336,403,1013
1337,403,1013
1338,591,908
1339,591,908
1340,725,810
1341,786,767
1342,846,724
1343,876,702
1344,913,674
1345,929,660
1346,942,648
1347,953,638
1348,964,628
1349,969,625
1350,978,619
1351,989,611
1352,1001,599
1353,1016,581
1354,1037,554
1355,1057,523
1356,1102,442
1357,1122,403
1358,1136,372
1359,1143,355
1360,1150,340
1361,1156,331
1362,1156,331
1363,1159,328
1364,1159,328
1365,1159,328
1366,1159,328
1367,1159,328
1368,1159,328
1369,1159,328
1370,1159,328
1371,1159,328
1372,1160,328
1373,1179,328
1374,1224,324
1375,1282,312
1376,1348,296
1377,1386,282
1378,1465,248
1379,1480,239
1380,1493,231
1381,1498,226
1382,1501,224
1383,1501,222
1384,1501,218
1385,1493,213
1386,1477,207
1387,1336,183
1388,1197,174
1389,1017,157
1390,890,141
1391,746,108
1392,676,89
1393,613,71
1394,587,65
1395,569,60
1396,558,58
1397,557,58
1398,557,58
1399,557,58
1400,557,58
1401,557,58
1402,557,58
1403,557,58
1404,557,58
1405,557,58
1406,557,58
1407,558,58
1408,566,58
1409,573,59
1410,583,61
1411,588,61
1412,592,61
1413,606,61
1414,618,61
1415,629,61
1416,642,61
1417,650,61
1418,655,61
1419,656,61
1420,657,61
1421,657,61
1422,657,61
1423,657,61
1424,657,61
1425,657,61
1426,657,61
1427,657,61
1428,657,61
1429,657,61
1430,657,61
1431,657,61
1432,657,61
1433,657,61
1434,657,61
1435,657,61
1436,657,61
1437,657,61
1438,657,61
1439,657,61
1440,657,61
1441,657,61
1442,657,61
1443,657,61
1444,657,61
1445,657,61
1446,657,61
1447,657,61
1448,657,61
1449,657,61
1450,657,61
1451,657,61
1452,657,61
1453,657,61
1454,657,61
1455,657,61
1456,657,61
1457,657,61
1458,657,61
1459,657,61
1460,657,61
1461,657,61
1462,657,61
1463,657,61
1464,657,61
1465,657,61
1466,657,61
1467,657,61
1468,657,61
1469,657,61
1470,657,61
1471,657,61
1472,657,61
1473,657,61
1474,657,61
1475,657,61
1476,657,61
1477,657,61
1478,657,61
1479,657,61
1480,657,61
1481,657,61
1482,657,61
1483,657,61
1484,657,61
1485,657,61
1486,657,61
1487,657,61
1488,657,61
1489,657,61
1490,657,61
1491,657,61
1492,657,61
1493,657,61
1494,657,61
1495,657,61
1496,657,61
1497,657,61
1498,657,61
1499,657,61
1500,657,61
1501,657,61
1502,657,61
1503,657,61
1504,657,61
1505,657,61
1506,657,61
1507,657,61
1508,657,61
1509,657,61
1510,657,61
1511,657,61
1512,657,61
1513,657,61
1514,657,61
1515,657,61
1516,657,61
1517,657,61
1518,657,61
1519,657,61
1520,657,61
1521,657,61
1522,657,61
1523,657,61
1524,657,61
1525,657,61
1526,657,61
1527,657,61
1528,657,61
1529,657,61
1530,657,61
1531,657,61
1532,657,61
1533,657,61
1534,657,61
1535,657,61
1536,657,61
1537,657,61
1538,657,61
1539,657,61
1540,657,61
1541,657,61
1542,657,61
1543,657,61
1544,657,61
1545,657,61
1546,657,61
1547,657,61
1548,657,61
1549,657,61
1550,657,61
1551,657,61
1552,657,61
1553,657,61
1554,657,61
1555,657,61
1556,657,61
1557,657,61
1558,657,61
1559,657,61
1560,657,61
1561,657,61
1562,657,61
1563,657,61
1564,657,61
1565,657,61
1566,657,61
1567,657,61
1568,657,61
1569,657,61
1570,657,61
1571,657,61
1572,657,61
1573,657,61
1574,657,61
1575,657,61
1576,657,61
1577,657,61
1578,657,61
1579,657,61
1580,657,61
1581,657,61
1582,657,61
1583,657,61
1584,657,61
1585,657,61
1586,657,61
1587,657,61
1588,657,61
1589,657,61
1590,657,61
1591,657,61
1592,657,61
1593,657,61
1594,657,61
1595,657,61
1596,657,61
1597,657,61
1598,657,61
1599,657,61
1600,657,61
1601,657,61
1602,657,61
1603,657,61
1604,657,61
1605,657,61
1606,657,61
1607,657,61
1608,657,61
1609,657,61
1610,657,61
1611,657,61
1612,657,61
1613,657,61
1614,657,61
1615,657,61
1616,657,61
1617,657,61
1618,657,61
1619,657,61
1620,657,61
1621,657,61
1622,657,61
1623,657,61
1624,657,61
1625,657,61
1626,657,61
1627,657,61
1628,657,61
1629,657,61
1630,657,61
1631,657,61
1632,657,61
1633,657,61
1634,657,61
1635,657,61
1636,657,61
1637,657,61
1638,657,61
1639,657,61
1640,657,61
1641,657,61
1642,657,61
1643,657,61
1644,657,61
1645,657,61
1646,657,61
1647,657,61
1648,657,61
1649,657,61
1650,657,61
1651,657,61
1652,657,60
1653,678,26
1654,678,26
1655,678,26
1656,678,26
1657,678,26
1658,678,26
1659,678,26
1660,695,5
1661,695,5
1662,695,5
1663,695,5
1664,695,5
1665,695,5
1666,695,5
1667,695,5
1668,695,5
1669,695,5
1670,695,5
1671,695,5
1672,695,5
1673,695,5
1674,695,5
1675,695,5
1676,695,5
1677,695,5
1678,695,5
1679,695,5
1680,695,5
1681,695,5
1682,695,5
1683,695,5
1684,695,5
1685,695,5
1686,695,5
1687,695,5
1688,695,5
1689,695,5
1690,695,5
1691,695,5
1692,695,5
1693,695,5
1694,695,5
1695,695,5
1696,695,5
1697,695,5
1698,695,5
1699,695,5
1700,695,5
1701,695,5
1702,695,5
1703,695,5
1704,695,5
1705,695,5
1706,695,5
1707,695,5
1708,695,5
1709,695,5
1710,695,5
1711,695,5
1712,695,5
1713,695,5
1714,695,5
1715,695,5
1716,695,5
1717,695,5
1718,695,5
1719,695,5
1720,695,5
1721,695,5
1722,695,5
1723,695,5
1724,695,5
1725,695,5
1726,695,5
1727,695,5
1728,695,5
1729,695,5
1730,695,5
1731,695,5
1732,695,5
1733,695,5
1734,695,5
1735,695,5
1736,695,5
1737,695,5
1738,695,5
1739,695,5
1740,695,5
1741,695,5
1742,695,5
1743,695,5
1744,695,5
1745,695,5
1746,695,5
1747,695,5
1748,695,5
1749,695,5
1750,695,5
1751,695,5
1752,695,5
1753,695,5
1754,695,5
1755,695,5
1756,695,5
1757,695,5
1758,695,5
1759,695,5
1760,695,5
1761,686,51
1762,625,242
1763,625,242
1764,585,486
1765,585,539
1766,585,539
1767,585,539
1768,585,549
1769,585,549
1770,585,549
1771,585,549
1772,585,549
1773,585,549
1774,585,549
1775,585,549
1776,585,549
1777,585,549
1778,585,549
1779,585,549
1780,585,549
1781,585,549
1782,573,577
1783,573,577
1784,573,577
1785,573,577
1786,573,577
1787,537,638
1788,313,908
1789,312,908
1790,312,906
1791,319,894
1792,331,877
1793,339,866
1794,348,850
1795,357,832
1796,361,819
1797,369,784
1798,376,756
1799,388,721
1800,399,683
1801,409,644
1802,409,644
1803,409,644
1804,409,644
1805,409,644
1806,409,600
1807,404,600
1808,400,600
1809,396,599
1810,394,598
1811,393,597
1812,393,597
1813,393,597
1814,393,597
1815,393,597
1816,393,597
1817,431,503
1818,445,462
1819,460,410
1820,471,372
1821,476,355
1822,482,340
1823,482,340
1824,487,333
1825,487,333
1826,487,333
1827,487,333
1828,487,333
1829,487,333
1830,487,333
1831,487,333
1832,487,333
1833,487,333
1834,487,333
1835,577,177
1836,631,104
1837,644,89
1838,649,83
1839,651,81
1840,652,81
1841,652,80
1842,652,80
1843,652,80
1844,652,80
1845,652,80
1846,654,77
1847,654,77
1848,654,77
1849,654,77
1850,654,77
1851,654,77
1852,654,77
1853,654,77
1854,654,77
1855,654,77
1856,654,77
1857,654,77
1858,654,77
1859,654,77
1860,654,77
1861,654,77
1862,654,77
1863,654,77
1864,654,77
1865,654,69
1866,654,66
1867,654,66
1868,654,66
1869,654,66
1870,654,66
1871,654,66
1872,654,66
1873,654,66
1874,654,66
1875,654,66
1876,654,66
1877,654,66
1878,654,66
1879,654,66
1880,654,66
1881,654,66
1882,654,66
1883,654,66
1884,654,66
1885,654,66
1886,654,66
1887,654,66
1888,654,66
1889,654,66
1890,654,66
1891,654,66
1892,654,66
1893,654,66
1894,654,66
1895,654,66
1896,654,66
1897,654,66
1898,654,66
1899,654,66
1900,654,66
1901,654,66
1902,654,66
1903,654,66
1904,654,66
1905,654,66
1906,654,66
1907,654,66
1908,654,66
1909,654,66
1910,654,66
1911,654,66
1912,654,66
1913,654,66
1914,654,66
1915,654,66
1916,654,66
1917,654,66
1918,654,66
1919,654,66
1920,654,66
1921,654,66
1922,654,66
1923,654,66
1924,654,66
1925,654,66
1926,654,66
1927,654,66
1928,654,66
1929,654,66
1930,654,66
1931,654,66
1932,654,66
1933,654,66
1934,654,66
1935,654,66
1936,654,66
1937,654,66
1938,654,66
1939,654,66
1940,654,66
1941,654,66
1942,654,66
1943,654,66
1944,654,66
1945,654,66
1946,654,66
1947,654,66
1948,654,66
1949,654,66
1950,654,66
1951,654,66
1952,654,66
1953,654,66
1954,654,66
1955,654,66
1956,654,66
1957,654,66
1958,654,66
1959,654,66
1960,654,66
1961,654,66
1962,654,66
1963,654,66
1964,654,66
1965,654,66
1966,654,66
1967,654,66
1968,654,66
1969,654,66
1970,654,66
1971,654,66
1972,654,66
1973,654,66
1974,654,66
1975,654,66
1976,654,66
1977,654,66
1978,654,66
1979,654,66
1980,654,66
1981,654,66
1982,654,66
1983,654,66
1984,654,66
1985,654,66
1986,654,66
1987,654,66
1988,654,66
1989,654,66
1990,654,66
1991,654,66
1992,654,66
1993,654,66
1994,654,66
1995,654,66
1996,654,66
1997,654,66
1998,654,66
1999,654,66
2000,654,66
2001,654,66
2002,654,66
2003,654,66
2004,654,66
2005,654,66
2006,654,66
2007,654,66
2008,654,66
2009,654,66
2010,654,66
2011,654,66
2012,654,66
2013,654,66
2014,654,66
2015,654,66
2016,654,66
2017,654,66
2018,654,66
2019,654,66
2020,654,66
2021,654,66
2022,654,66
2023,654,66
2024,654,66
2025,654,66
2026,654,66
2027,654,66
2028,654,66
2029,654,66
2030,654,66
2031,654,66
2032,654,66
2033,654,66
2034,654,66
2035,654,66
2036,654,66
2037,654,66
2038,654,66
2039,654,66
2040,654,66
2041,654,66
2042,654,66
2043,654,66
2044,654,66
2045,654,66
2046,654,66
2047,654,66
2048,654,66
2049,654,66
2050,654,66
2051,654,66
2052,654,66
2053,654,66
2054,654,66
2055,654,66
2056,654,66
2057,654,66
2058,654,66
2059,654,66
2060,654,66
2061,654,66
2062,654,66
2063,654,66
2064,654,66
2065,654,66
2066,654,66
2067,654,66
2068,654,66
2069,654,66
2070,654,66
2071,654,66
2072,654,66
2073,654,66
2074,654,66
2075,654,66
2076,654,66
2077,654,66
2078,654,66
2079,654,66
2080,654,66
2081,654,66
2082,654,66
2083,654,66
2084,654,66
2085,654,66
2086,654,66
2087,654,66
2088,654,66
2089,654,66
2090,654,66
2091,654,66
2092,654,66
